Job,Salary,Company,Location
Analista de Datos,"$13,000 - $14,000  Mensual",OYM HOSPITAL TOLUCA,"Toluca, Edo. Méx.​"
Analista de datos,"$9,000 - $10,100  Mensual",Universidad Mexicana,CDMX
Analista de datos Power BI,Sueldo no mostrado por la empresa,EMOTION CLEAN S.A. DE ...,"Zapopan, Jal."
ANALISTA DE DATOS,"$7,000  Mensual",CENTRO DE SERVICIOS CR...,"Tultitlán, Edo. Méx.​"
Científico de Datos,Sueldo no mostrado por la empresa,AMI INTERNATIONAL,"Monterrey, N.L."
CIENTIFICO DE DATOS JR,"$40,000 - $50,000  Mensual",,"Monterrey, N.L."
CIENTIFICO DE DATOS JR,"$40,000 - $50,000  Mensual",,CDMX
Científico de Datos Jr,Sueldo no mostrado por la empresa,Computación en Acción,"Guadalajara, Jal."
"Data Scientist (Ciudad de México, Cuauhtémoc)",Sueldo no mostrado por la empresa,BBVA Bancomer,"Cuauhtémoc, CDMX"
Sr. Data Analyst BI,"$50,000  Mensual",ESSILORLUXOTTICA MEXIC...,"Chihuahua, Chih."
GESTOR DE INFORMACION,Sueldo no mostrado por la empresa,Hitss,CDMX
Arquirecto TI Jr,"$30,000 - $40,000  Mensual","Manpower, S.A. de C.V.",CDMX
Analista de Tecnología de Datos para Contac Center,"$7,600 - $9,000  Mensual","Atento Servicios, S. A...","Toluca, Edo. Méx.​"
Analista de Tecnología de Datos para Contac Center,"$7,600 - $9,000  Mensual","Atento Servicios, S. A...","Cuautitlán Izcalli, Edo. Méx.​"
Analista de Tecnología de Datos para Contac Center,"$7,600 - $9,000  Mensual","Atento Servicios, S. A...","Pachuca de Soto, Hgo."
Especialista en Minería de Datos,"$35,000  Mensual",Grupo Salinas,"Coyoacán, CDMX"
Especialista en KPI´s,"$25,000 - $30,000  Mensual",Grupo Salinas,"La Otra Banda, Coyoacán, CDMX"
Gerencia de Inteligencia,Sueldo no mostrado por la empresa,"TEKNEI, SA DE CV","Querétaro, Qro."
Consultor Jr Informática Power Center,"$22,000 - $32,000  Mensual",IDS Comercial,"Miguel Hidalgo, CDMX"
Data servicing,Sueldo no mostrado por la empresa,BBVA Bancomer,"Miguel Hidalgo, CDMX"
Científicos de Datos Jr.,Sueldo no mostrado por la empresa,Corus Systems & Consul...,CDMX
Data Analyst (Production Process Optimization),Sueldo no mostrado por la empresa,SIEMENS SA DE CV,"Guadalajara, Jal."
Técnico de Datos de Catálogo Electrónico (Aftermarket),Sueldo no mostrado por la empresa,,"Guadalajara, Jal."
Analista Control de accesos,"$16,249 - $21,692  Mensual",,CDMX
INGENIERO EN SISTEMAS COMPUTACIONALES,Sueldo no mostrado por la empresa,Industrias Adir SA de CV,"Ecatepec de Morelos, Edo. Méx.​"
Becario TI - Coyoacán,"$4,000  Mensual",Sociedad Nacional Prom...,"Coyoacán, CDMX"
It project manager/Scrum Master con exp en Business Analyst/,Sueldo no mostrado por la empresa,,N.L.
Soporte Técnico - Presencial,"$15,000 - $16,500  Mensual",,"Cuauhtémoc, CDMX"
Soporte técnico,"$15,000  Mensual",ISLA 17,"Benito Juárez, Q. Roo"
“Auxiliar Programador ERP”,"$8,000 - $10,000  Mensual",Servicios Integrales e...,"Residencial Zacatenco, Gustavo A. Madero, CDMX"
Asesor técnico,Sueldo no mostrado por la empresa,,"Ensenada, BC."
Quimico Responsable Sanitario,"$13,000 - $13,500  Mensual","Farmacias del Ahorro, ...","Monterrey, N.L."
Experto/a Soporte,"$40,000 - $42,000  Mensual",Pegaso PCS,"Cuajimalpa de Morelos, CDMX"
Desarrollador .net/react,Sueldo no mostrado por la empresa,,"Monterrey, N.L."
ASESOR DE CARROCERIA Y PINTURA,Sueldo no mostrado por la empresa,Asoc. Mexicana de Dist...,"Gustavo A. Madero, CDMX"
Responsable de Clínica,"$15,000 - $16,000  Mensual","Farmacias del Ahorro, ...","Monterrey, N.L."
PRACTICAS ING. Investigación y Desarrollo- Diseño de 3D,Sueldo no mostrado por la empresa,SIEMENS SA DE CV,"Guadalajara, Jal."
Proyectista,Sueldo no mostrado por la empresa,Grupo Basica,"Tijuana, BC."
Jefe de Compras/ Comprador Sr. de Materiales Directos,Sueldo no mostrado por la empresa,PROVEEDORA MEDINA,"Parque Industrial Querétaro, Querétaro, Qro."
ARMADOR DE HOJALATERIA Y PINTURA,Sueldo no mostrado por la empresa,Asoc. Mexicana de Dist...,"Gustavo A. Madero, CDMX"
EXPERTO/A SOPORTE - MX,Sueldo no mostrado por la empresa,Pegaso PCS,CDMX
Chofer Diligenciero,"$8,500 - $10,000  Mensual",EMPRESAS LARY SA DE CV,"Mérida, Yuc."
Arquitecto Java - Inglés Intermedio,"$38,000 - $40,000  Mensual",AIT VANGUARDIA TECNOLÓ...,"Playa del Carmen, Solidaridad, Q. Roo"
Supply Chain Project Manager - Equipos de cómputo,Sueldo no mostrado por la empresa,Softtek,
Técnico de metrología,"$15,000  Mensual",LABORATORIOS GRIN S.A ...,CDMX
Ejecutivo de Atencion al Cliente (Zona Queretaro),"$11,000  Mensual",Desarrollo en Competen...,"Centro Sur, Querétaro, Qro."
Soporte Técnico Regional / Exp. LINUX,"$9,200 - $12,500  Mensual",Tiendas 3B,"Yautepec, Mor."
Analista de Soporte Bilingüe Nivel 2 (Nocturno),"$20,000 - $25,000  Mensual",Alia,
Business Analyst,"$25,000 - $25,500  Mensual",,"Benito Juárez, CDMX"
Agente Mesa de Servicio,"$8,000  Mensual","Mesa de Servicio, S.A....","Nápoles, Benito Juárez, CDMX"
GERENTE DE TI,"$11,000  Mensual",Asoc. Mexicana de Dist...,"Zacatecas, Zac."
Recepcionista de hotel,Sueldo no mostrado por la empresa,,"Cuauhtémoc, CDMX"
QA Engineer Sr.,Sueldo no mostrado por la empresa,Telect de Mexico S de ...,"Zapopan, Jal."
Desarrollador front end jr,Sueldo no mostrado por la empresa,"AP Latam Holdings, LLC","Coyoacán, CDMX"
Analista soporte técnico,Sueldo no mostrado por la empresa,LUMINAMED,"Tultitlán, Edo. Méx.​"
Técnico Operador,Sueldo no mostrado por la empresa,Page Personnel,"Zacatecas, Zac."
Stellantis - Maintenance Planner - TEMPORAL,Sueldo no mostrado por la empresa,"RightThing, LLC","Saltillo, Coah."
TTech_UCaaS Presales Engineer,Sueldo no mostrado por la empresa,Pegaso PCS,CDMX
Reclutador Bilingue (Spanish/English),"$2,292 - $2,916  Mensual","Arrow Electronics, Inc.","Guadalajara, Jal."
DBA/CERTIFICACION SQL/ITIL,"$45,000 - $55,000  Mensual",Sinergia de Negocio Co...,CDMX
Administrador de base de datos DB2,"$38,000 - $42,000  Mensual",Grupo Altavista,CDMX
Administrador Base de datos Microsoft,"$53,000 - $55,000  Mensual",Grupo Altavista,CDMX
“Programador Web Jr”,"$8,000 - $9,000  Mensual",Servicios Integrales e...,"Residencial Zacatenco, Gustavo A. Madero, CDMX"
Ingeniero de Telefonía y Call Center,"$16,000 - $16,500  Mensual",IZZI,"Cuauhtémoc, CDMX"
Dotador de Cajero,Sueldo no mostrado por la empresa,Servicio Pan Americano...,"Colima, Col."
ADMINISTRADOR DE SERVIDORES,"$34,000 - $35,000  Mensual",ZAPATA,"Naucalpan de Juárez, Edo. Méx.​"
Técnico de mantenimiento,"$18,000 - $22,000  Mensual",Adecco,"Apodaca, N.L."
Propuestas tecnico comerciales y evaluacion de proyectos,"$50,000 - $55,000  Mensual",,"García, N.L."
Ejecutivo de Soporte técnico Redes,"$10,000 - $11,500  Mensual",MAVI DE OCCIDENTE SA D...,"Guadalajara, Jal."
Tester Manual Proficient,Sueldo no mostrado por la empresa,Softtek,CDMX
Tramitador / Revisor - Agencia Aduanal (Imp - Exp),Sueldo no mostrado por la empresa,,"Venustiano Carranza, CDMX"
Ingeniero de soporte tecnico,Sueldo no mostrado por la empresa,Hitss,"Miguel Hidalgo, CDMX"
SOPORTE TECNICO,Sueldo no mostrado por la empresa,UACJ,"Juárez, Chih."
Auxiliar de soporte técnico,"$6,500  Mensual",BRUM RAMIREZ ASESORES ...,"Benito Juárez, CDMX"
Gerente de Unidad Comercialización Digital,Sueldo no mostrado por la empresa,Comercializadora de Va...,"Guadalajara, Jal."
Entrenador de empleados,"$14,000 - $15,000  Mensual","Yakult, S.A. de C.V.",CDMX
Analista de calidad,"$8,000 - $10,000  Mensual",Grupo Salinas,"Jiutepec, Mor."
Coordinador de mantenimiento,Sueldo no mostrado por la empresa,SINCRO SA,"San Nicolás de los Garza, N.L."
Especialista de Seguridad en Aplicativos,"$20,000 - $25,000  Mensual",CREDICLUB SA DE CV SOC...,"Monterrey, N.L."
Ingeniero de soporte tecnológico,"$19,000 - $20,000  Mensual",,"Juárez, Chih."
Auxiliar Facturista,Sueldo no mostrado por la empresa,CONSORCIO AMESA SA DE CV,Qro.
TÉCNICO MECÁNICO,Sueldo no mostrado por la empresa,Asoc. Mexicana de Dist...,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, CDMX"
BASE DE DATOS POSTGRETS,"$40,000 - $50,000  Mensual",SYE SOFTWARE S.A. DE C...,CDMX
Arquitecto,"$12,000 - $15,000  Mensual",RGO ARQUITECTOS,"Monterrey, N.L."
Analista de Sistemas,"$15,000  Mensual",GABRIEL BAYON Y COMPAÑ...,"Álvaro Obregón, CDMX"
Analista de Base de Datos,Sueldo no mostrado por la empresa,Grupo Kasa,"Tlalnepantla de Baz, Edo. Méx.​"
CONSULTOR DE PREVENTA TI,"$40,000 - $50,000  Mensual",Desarrollo en Competen...,"Monterrey, N.L."
Comprador sr,"$18,000 - $20,000  Mensual",,"Álvaro Obregón, CDMX"
Consultor Saleforce,Sueldo no mostrado por la empresa,Tecnologías Avanzadas ...,"Miguel Hidalgo, CDMX"
Ingeniero de TI,"$9,000 - $11,000  Mensual",,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, CDMX"
Capturista de pedimentos,"$12,000 - $12,632  Mensual",UPS,"Tlajomulco de Zúñiga, Jal."
Recién egresado Electrónica / Electricidad,"$12,000  Mensual",Indra,"Mexicali, BC."
Ingeniero de Aplicaciones (sistemas de facturación),Sueldo no mostrado por la empresa,Industrias Cazel S de ...,"Tultitlán, Edo. Méx.​"
Asistente de Ventas,"$5,000 - $6,500  Mensual",Rossbach de Mexico SA ...,CDMX
Técnico en tratamiento de agua,Sueldo no mostrado por la empresa,Sistemas Integrales & ...,"Azcapotzalco, CDMX"
GERENTE DE ARQUITECTURA TI,"$80,000 - $90,000  Mensual",,CDMX
Analista de Datos Bussines Intelligence,Sueldo no mostrado por la empresa,Comercializadora de Va...,"Guadalajara, Jal."
Líder de Aplicaciones,Sueldo no mostrado por la empresa,MORGAN PHILIPS MEXICO ...,CDMX
Analista programador Java,Sueldo no mostrado por la empresa,,CDMX
Asesor de control operativo,Sueldo no mostrado por la empresa,BBVA Bancomer,CDMX
It project manager,Sueldo no mostrado por la empresa,COMPLEX ADAPTIVE SYSTE...,
Desarrollador Java - Líder,"$44,000 - $47,000  Mensual",AIT VANGUARDIA TECNOLÓ...,CDMX
Analista de Datos y Costos,"$15,000 - $18,000  Mensual",,"San Miguel de Allende, Gto."
Laboratorista,Sueldo no mostrado por la empresa,SERVICIOS ADMINISTRATI...,"Pesquería, N.L."
ejecutivo de tienda,"$6,000 - $9,000  Mensual","Atento Servicios, S. A...","Monterrey, N.L."
INGENIERO SOPORTE DBA,Sueldo no mostrado por la empresa,Banca Afirme,"San Nicolás de los Garza, N.L."
Residente de instalaciones eléctricas,"$20,000 - $25,000  Mensual",PRESTADORA DE SERVICIO...,CDMX
Analista administrativo jr,"$9,000  Mensual",OMNI PRINTER SA DE CV,"Cerro de La Estrella, Iztapalapa, CDMX"
PERSONAL PARA SUPERVISAR SOPORTE TÉCNICO,Sueldo no mostrado por la empresa,,"San José del Cabo (Los Cabos), Los Cabos, BCS."
Ingeniero de soporte técnico,"$10,000 - $14,000  Mensual",EMPORIUM BUSINESS GROUP,"Aguascalientes, Ags."
Coordinador de atracción de talento,"$33,000 - $35,000  Mensual",EVC Consultores,"Ocotlán, Jal."
Ingeniero de Pruebas Funcionales,Sueldo no mostrado por la empresa,"ZKW México, SA de CV","Guanajuato, Gto."
LÍDER TÉCNICO CON EXPERIENCIA EN AWS,"$30,000  Mensual",,"Tlalpan, CDMX"
Cloud Transition Manager,"$50,000 - $53,500  Mensual",IDS Comercial,CDMX
Desarrollador java senior,Sueldo no mostrado por la empresa,SYGNO,CDMX
Ejecutivo de ventas corporativas,Sueldo no mostrado por la empresa,IT CONSULTANT DIVISION...,"Jardines del Bosque Centro, Guadalajara, Jal."
Capturista de datos por proyecto,Sueldo no mostrado por la empresa,G73 SA DE CV,CDMX
Operador de Panta de Cogeneración,"$11,000 - $12,000  Mensual","ELECTRIZ, S.A. DE C.V.","Zapopan, Jal."
Técnico laboratorista,"$12,000 - $12,300  Mensual",Salud Digna Para Todos...,"La Paz, BCS."
GERENTE DE SISTEMAS,"$18,000 - $20,000  Mensual",,"Tampico, Tamps."
Analista de Integración Calidad,"$15,000 - $18,000  Mensual",,CDMX
Técnico en mantenimiento,Sueldo no mostrado por la empresa,NUEVA WAL MART DE MEXI...,"Tulum, Q. Roo"
Líder técnico,Sueldo no mostrado por la empresa,THTEC TALENTO HUMANO E...,"Tlalpan, CDMX"
Administración de ERP,"$15,000 - $16,000  Mensual",ROSINECHO SC,"Cuajimalpa de Morelos, CDMX"
PROJECT MANAGER JR,"$25,000 - $35,000  Mensual",,"Apodaca, N.L."
Desarrollador Jr.,"$13,500 - $15,000  Mensual",,"Miguel Hidalgo, CDMX"
Ingeniero de Confiabilidad,Sueldo no mostrado por la empresa,,"Cuernavaca, Mor."
Líder Regional de Gestión de Cuenta,Sueldo no mostrado por la empresa,Tecnológico de Monterrey,"Monterrey, N.L."
Desarrollador analista,"$30,000 - $40,000  Mensual",,"Santa Catarina, N.L."
Técnico frigorista,"$12,000 - $14,000  Mensual",,"Venustiano Carranza, CDMX"
Ingeniero Field Service,Sueldo no mostrado por la empresa,AXTEL SAB DE CV,"Apodaca, N.L."
gerente Experiencia del cliente,"$27,000  Mensual",Banorte,CDMX
Desarrollador de software,"$25,000 - $30,000  Mensual",QB INFO SOLUT,"Tijuana, BC."
Ingeniero de Soporte TI,"$16,000 - $19,000  Mensual",Promotora Ambiental,"Monterrey, N.L."
ADMINISTRADOR DE DISTRIBUIDORES PLAN HOTELERO,"$18,000 - $20,000  Mensual",Sky,"Álvaro Obregón, CDMX"
Analista de calidad,Sueldo no mostrado por la empresa,,"Puebla, Pue."
Arquitecto de soluciones Java (Ir dos veces a Santa Fe,"$55,000 - $65,000  Mensual",Kairós Digital Solutio...,"Santa Fe, Álvaro Obregón, CDMX"
Coordinador de ventas Inmobiliarias,"$14,000  Mensual",CASAS JAVER SA DE CV,"Tlalnepantla de Baz, Edo. Méx.​"
Administrador de Sistemas Operativos - Exchange,Sueldo no mostrado por la empresa,KIO NETWORKS,CDMX
Gerente de desarrollo de software,"$18,000 - $23,000  Mensual",Torqnet Solutions SA d...,"Chihuahua, Chih."
Analista de programación,"$11,000  Mensual",DHL México,"Finsa, Cuautlancingo, Pue."
Desarrollador MS Dynamics,Sueldo no mostrado por la empresa,Randstad,CDMX
Gerencia Centros de Reparación,"$38,000  Mensual",Grupo Nacional Provinc...,"Torreón, Coah."
Líder de proyecto .Net C#,"$35,400 - $43,300  Mensual",PERFIL ALXKA SC,"Guadalajara, Jal."
Ingeniero de Infraestructura Sr.,"$50,000 - $60,000  Mensual",,"Guadalajara, Jal."
Desarrollador Backend .Net Hibrido,Sueldo no mostrado por la empresa,CRC DE MEXICO,"Morelia, Mich."
ANALISTA DE TI,"$10,000  Mensual",Asoc. Mexicana de Dist...,"Metepec, Edo. Méx.​"
Técnico electrónico,"$8,500 - $10,500  Mensual",BOSON TI SA DE CV,"Monterrey, N.L."
ENCARGADO DE SANEAMIENTO Zona de trabajo Tepotzotlan,"$20,000  Mensual",,"Tepotzotlán, Edo. Méx.​"
Desarrollador Java,Sueldo no mostrado por la empresa,Liverpool,"Cuajimalpa de Morelos, CDMX"
Auxiliar de sistemas,"$13,000 - $13,500  Mensual",DCH Know Who,"Monterrey, N.L."
IT Specialist / MS SQL DBA,Sueldo no mostrado por la empresa,Dresden Partners,CDMX
"Data Scientist (Ciudad de México, Cuauhtémoc)",Sueldo no mostrado por la empresa,BBVA Bancomer,"Cuauhtémoc, CDMX"
Científico de Datos,Sueldo no mostrado por la empresa,AMI INTERNATIONAL,"Monterrey, N.L."
CIENTIFICO DE DATOS JR,"$40,000 - $50,000  Mensual",,"Monterrey, N.L."
CIENTIFICO DE DATOS JR,"$40,000 - $50,000  Mensual",,CDMX
Científico de Datos Jr,Sueldo no mostrado por la empresa,Computación en Acción,"Guadalajara, Jal."
Sr. Data Analyst BI,"$50,000  Mensual",ESSILORLUXOTTICA MEXIC...,"Chihuahua, Chih."
GESTOR DE INFORMACION,Sueldo no mostrado por la empresa,Hitss,CDMX
Arquirecto TI Jr,"$30,000 - $40,000  Mensual","Manpower, S.A. de C.V.",CDMX
Analista de Tecnología de Datos para Contac Center,"$7,600 - $9,000  Mensual","Atento Servicios, S. A...","Toluca, Edo. Méx.​"
Analista de Tecnología de Datos para Contac Center,"$7,600 - $9,000  Mensual","Atento Servicios, S. A...","Cuautitlán Izcalli, Edo. Méx.​"
Analista de Tecnología de Datos para Contac Center,"$7,600 - $9,000  Mensual","Atento Servicios, S. A...","Pachuca de Soto, Hgo."
Especialista en Minería de Datos,"$35,000  Mensual",Grupo Salinas,"Coyoacán, CDMX"
Especialista en KPI´s,"$25,000 - $30,000  Mensual",Grupo Salinas,"La Otra Banda, Coyoacán, CDMX"
Gerencia de Inteligencia,Sueldo no mostrado por la empresa,"TEKNEI, SA DE CV","Querétaro, Qro."
Consultor Jr Informática Power Center,"$22,000 - $32,000  Mensual",IDS Comercial,"Miguel Hidalgo, CDMX"
Data servicing,Sueldo no mostrado por la empresa,BBVA Bancomer,"Miguel Hidalgo, CDMX"
Científicos de Datos Jr.,Sueldo no mostrado por la empresa,Corus Systems & Consul...,CDMX
Data Analyst (Production Process Optimization),Sueldo no mostrado por la empresa,SIEMENS SA DE CV,"Guadalajara, Jal."
DATA SCIENTIST,"$12,000 - $15,000  Mensual",EXITUS CAPITAL SAPI DE...,"Cuajimalpa de Morelos, CDMX"
Data scientist,Sueldo no mostrado por la empresa,,CDMX
Data Scientist,Sueldo no mostrado por la empresa,BBVA Bancomer,"Miguel Hidalgo, CDMX"
Data Scientist,Sueldo no mostrado por la empresa,Liverpool,"Cuajimalpa de Morelos, CDMX"
Sr Data Scientist,Sueldo no mostrado por la empresa,Page Personnel,Edo. Méx.​
Data Scientist (Predictive Models),Sueldo no mostrado por la empresa,TOSHIBA GLOBAL COMMERC...,"Zapopan, Jal."
Científico de Datos - Data Scientist,"$39,000 - $40,000  Mensual",Desarrollo en Competen...,"Polanco I Sección, Miguel Hidalgo, CDMX"
Tech Lead & Data Scientist,"$50,000 - $70,000  Mensual",Indra,
Senior Manager Data Scientist,"$70,000 - $80,000  Mensual",ZEGOVIA RH SA DE CV,"Culiacán, Sin."
Senior Data Scientist - Remote Work,Sueldo no mostrado por la empresa,BAIRESDEV LLC / (Tax I...,"Miguel Hidalgo, CDMX"
Científico de Datos,"$20,000 - $25,000  Mensual",,"Monterrey, N.L."
Científico de datos,Sueldo no mostrado por la empresa,BANCO DEL BAJIO S.A.,"León, Gto."
Científico de datos,"$30,000 - $32,000  Mensual",Sky,"Benito Juárez, CDMX"
Científico de datos,"$70,000 - $80,000  Mensual",RESOURCES CONNECTION M...,CDMX
Científico de datos Jr.,"$20,000 - $25,000  Mensual",Universidad Latinoamer...,"Cuauhtémoc, CDMX"
Científico de datos Sr.,Sueldo no mostrado por la empresa,"Coppel, S.A. de C.V.",CDMX
Científico de datos Modelos Estadísticos y Machine Learning,"$26,000 - $27,000  Mensual",Banorte,"Santa Fe, Álvaro Obregón, CDMX"
Científico de Datos p/Riesgos de Ciberseguridad,Sueldo no mostrado por la empresa,Grupo Salinas,CDMX
Científico de Datos,"$35,000 - $45,000  Mensual",THTEC TALENTO HUMANO E...,CDMX
Científico de datos,"$41,000 - $51,000  Mensual","Cognodata México, S. d...","Cuauhtémoc, CDMX"
CIENTIFICO DE DATOS,"$20,000 - $25,000  Mensual",Centrum Promotora Inte...,"Cuauhtémoc, CDMX"
Científico de datos,Sueldo no mostrado por la empresa,Liverpool,"Cuajimalpa de Morelos, CDMX"
Científico de Datos,Sueldo no mostrado por la empresa,Liverpool,"Cuajimalpa de Morelos, CDMX"
Ingenieros en Sistemas - Recién Egresados,"$15,000 - $16,000  Mensual",,"Toluca, Edo. Méx.​"
ANALISTA RIESGOS,"$22,000 - $32,000  Mensual",Banregio,"San Pedro Garza García, N.L."
Consultor SAS Analítica,"$45,000 - $55,000  Mensual",Soluzioni IT SC,CDMX
Analista de Datos,"$20,000 - $25,000  Mensual",,"Monterrey, N.L."
Data Modeler,"$35,000 - $45,000  Mensual",,"Querétaro, Qro."
Analytics Data Science - Inglés Avanzado,"$80,000 - $85,000  Mensual",DIGITALAGILITY S DE RL...,CDMX
Analista de Datos - Minería de Datos,Sueldo no mostrado por la empresa,Babel Sistemas de Info...,CDMX
Especialista N2 - Vmware / MCSA: Windows Server 2016,"$63,000 - $64,000  Mensual","Manpower, S.A. de C.V.",CDMX
Consultor BI / Ing. de Datos,Sueldo no mostrado por la empresa,BanCoppel,CDMX
Especialista de Analytics y Datos,"$20,000 - $24,000  Mensual",SURA México,CDMX
Especialista de centro de datos CCRE,Sueldo no mostrado por la empresa,,CDMX
Especialista de Gobierno de datos,Sueldo no mostrado por la empresa,Operadora de Servicios...,"Los Mochis, Ahome, Sin."
ANALISA INTELIGENCIA DE NEGOCIOS,Sueldo no mostrado por la empresa,OPERADORA DE FRANQUICI...,"Chihuahua, Chih."
Jefe Advanced Analytics,Sueldo no mostrado por la empresa,Liverpool,"Cuajimalpa de Morelos, CDMX"
Desarrollador Power BI/Int de Datos/Santa fe,"$20,000 - $22,000  Mensual","Bimbo, S.A. de C.V.","Álvaro Obregón, CDMX"
Big data (España),"$20,000 - $24,000  Mensual",Zemsania México,CDMX
Data Analytst (Python Apps),Sueldo no mostrado por la empresa,Dresden Partners,CDMX
Desarrollador BI,Sueldo no mostrado por la empresa,STAR DEL NORTE,"San Pedro Garza García, N.L."
Analista de Información/ Ciencia de datos,"$13,000 - $15,000  Mensual",Farmacia San Pablo,CDMX
DBA Cloud,"$60,000 - $70,000  Mensual",,CDMX
Supervisor de Monitoreo Cloud,"$60,000 - $70,000  Mensual",,CDMX
ETL Developer,"$80,000 - $95,000  Mensual",Fast Dolphin,
Lead Data Science,Sueldo no mostrado por la empresa,Grupo Salinas,"Tlalpan, CDMX"
ESPECIALISTA DATOS MAESTROS,"$30,000 - $33,000  Mensual",,"Ecatepec de Morelos, Edo. Méx.​"
Arquitecto de ciencia de datos (Retail),Sueldo no mostrado por la empresa,Praxis,"Azcapotzalco, CDMX"
SQL Developer Data Modeler,Sueldo no mostrado por la empresa,Softtek,CDMX
UX Reserch Cuantitativo,"$30,000 - $35,000  Mensual",Grupo Salinas,CDMX
Especialista Data Science,"$35,000 - $36,000  Mensual",DIMEX CAPITAL,CDMX
Data Analyst Senior,"$70,000 - $80,000  Mensual",ESPECIALISTAS EN TALEN...,CDMX
Beca Trainee,Sueldo no mostrado por la empresa,,"Cuauhtémoc, CDMX"
Programador/a BI,Sueldo no mostrado por la empresa,KPMG Cardenas Dosal,CDMX
Data Visualization Developer,Sueldo no mostrado por la empresa,Santander,"Álvaro Obregón, CDMX"
Compliance Analytics Manager,"$58,000 - $68,500  Mensual","Manpower, S.A. de C.V.","Azcapotzalco, CDMX"
Líder de proyecto,"$23,000  Mensual",Grupo Salinas,"Coyoacán, CDMX"
Analytics Data science and IOT Lead,Sueldo no mostrado por la empresa,Hexaware Technologies,"Saltillo, Coah."
Gerente Data Science Comercial,Sueldo no mostrado por la empresa,Santander,"Álvaro Obregón, CDMX"
Data Enginner Jr,"$40,000 - $49,000  Mensual",Alia,
Data y Marketing Sciencie,Sueldo no mostrado por la empresa,OMNICOM MEDIA DIRECTIO...,"Santa Fe, Álvaro Obregón, CDMX"
Audit Analytics Manager / SQL and Python RECQUIRED / Data,"$65,000 - $75,000  Mensual",,"Azcapotzalco, CDMX"
Gerente de Data Science | TLALPAN,Sueldo no mostrado por la empresa,Grupo Salinas,"Tlalpan, CDMX"
ANALISTA DE MERCADO Y COMPETENCIA (BI),"$20,000 - $26,000  Mensual",Farmacia San Pablo,"Benito Juárez, CDMX"
Data Analyst/Market Intelligence Specialist,Sueldo no mostrado por la empresa,NASSA  JOHNSTON SA DE CV,"San Pedro Garza García, N.L."
Ingeniero de datos Jr *,"$27,000 - $27,001  Mensual",,"Cuauhtémoc, CDMX"
Ingeniero de datos Sr,"$59,000 - $59,001  Mensual",,"Cuauhtémoc, CDMX"
Actuarial Data,Sueldo no mostrado por la empresa,,"Monterrey, N.L."
Arquitecto de Datos,Sueldo no mostrado por la empresa,Potentor,"Monterrey, N.L."
Data Engineer - Remote Work,Sueldo no mostrado por la empresa,BAIRESDEV LLC / (Tax I...,"Miguel Hidalgo, CDMX"
Software engineer,Sueldo no mostrado por la empresa,,SLP.
Machine Learning Engineer,Sueldo no mostrado por la empresa,BBVA Bancomer,"Miguel Hidalgo, CDMX"
Comprador jr,Sueldo no mostrado por la empresa,Auto Zone,"Monterrey, N.L."
Senior software engineer,Sueldo no mostrado por la empresa,BBVA Bancomer,CDMX
Data Scientist (Remotely),Sueldo no mostrado por la empresa,,CDMX
Científico de datos,"$50,000  Mensual","Compartamos Servicios,...",CDMX
Científico de Datos JR,Sueldo no mostrado por la empresa,,"Tlalpan, CDMX"
Científico de Datos/PYTHON/Santa Fe,"$20,000 - $22,000  Mensual","Bimbo, S.A. de C.V.","Álvaro Obregón, CDMX"
Data analyst BBVA,Sueldo no mostrado por la empresa,BBVA Bancomer,"Miguel Hidalgo, CDMX"
Becario/a de Analítica Avanzada (SÓLO ESTUDIANTES),"$6,000  Mensual",CONTROLADORA MABE,CDMX
Analista Modelos Econometricos,"$18,000 - $18,100  Mensual",Banorte,"Santa Fe, Álvaro Obregón, CDMX"
Desarrolladores de Modelos Analíticos | DATA SCIENCE,Sueldo no mostrado por la empresa,Grupo Salinas,"Tlalpan, CDMX"
Marketing Data Jr,Sueldo no mostrado por la empresa,OMNICOM MEDIA DIRECTIO...,"Santa Fe, Álvaro Obregón, CDMX"
Encargado de Modelos Estadísticos / Matemático / Actuario,"$27,000 - $27,001  Mensual",Banorte,"Santa Fe, Álvaro Obregón, CDMX"
Analista de planeación,Sueldo no mostrado por la empresa,"Coppel, S.A. de C.V.","Miguel Hidalgo, CDMX"
Data Scientist,Sueldo no mostrado por la empresa,Wolters Kluwer,Tamps.
Data Scientist,Sueldo no mostrado por la empresa,hp development company...,Jal.
Data Scientist,Sueldo no mostrado por la empresa,Encora,
Data Scientist - Merchant Products,Sueldo no mostrado por la empresa,PayPal,CDMX
Data scientist for digital pricing,Sueldo no mostrado por la empresa,hp development company...,Jal.
Analista de Datos - Célula 9,Sueldo no mostrado por la empresa,Tecnológico de Monterrey,Oax.
BIM Specialist I,Sueldo no mostrado por la empresa,Aecom,CDMX
BIM Specialist I,Sueldo no mostrado por la empresa,aecom technology corpo...,N.L.
BIM Specialist I,Sueldo no mostrado por la empresa,Aecom,N.L.
KERING Master Data Management Analyst,Sueldo no mostrado por la empresa,Kering ,CDMX
"Manager, Product Data Science",Sueldo no mostrado por la empresa,PayPal,CDMX
Big Data Engineer,Sueldo no mostrado por la empresa,visa,CDMX
Big Data Engineer,Sueldo no mostrado por la empresa,visa,CDMX
